Class.vendor_0,Class.OSfamily_0,Class.OSgen_0,Class.device_0,SEQ.SP_0,SEQ.GCD_0,SEQ.ISR_0,SEQ.TI_0,SEQ.TI_1,SEQ.CI_0,SEQ.CI_1,SEQ.II_0,SEQ.II_1,SEQ.SS_0,SEQ.TS_0,SEQ.TS_1,OPS.O1_0,OPS.O1_1,OPS.O1_2,OPS.O1_3,OPS.O1_4,OPS.O1_5,OPS.O1_6,OPS.O1_7,OPS.O1_8,OPS.O2_0,OPS.O2_1,OPS.O2_2,OPS.O2_3,OPS.O2_4,OPS.O2_5,OPS.O2_6,OPS.O2_7,OPS.O2_8,OPS.O3_0,OPS.O3_1,OPS.O3_2,OPS.O3_3,OPS.O3_4,OPS.O3_5,OPS.O3_6,OPS.O3_7,OPS.O3_8,OPS.O3_9,OPS.O3_10,OPS.O3_11,OPS.O4_0,OPS.O4_1,OPS.O4_2,OPS.O4_3,OPS.O4_4,OPS.O4_5,OPS.O4_6,OPS.O4_7,OPS.O4_8,OPS.O5_0,OPS.O5_1,OPS.O5_2,OPS.O5_3,OPS.O5_4,OPS.O5_5,OPS.O5_6,OPS.O5_7,OPS.O5_8,OPS.O6_0,OPS.O6_1,OPS.O6_2,OPS.O6_3,OPS.O6_4,OPS.O6_5,OPS.O6_6,WIN.W1_0,WIN.W2_0,WIN.W3_0,WIN.W4_0,WIN.W5_0,WIN.W6_0,ECN.R_0,ECN.DF_0,ECN.T_0,ECN.TG_0,ECN.W_0,ECN.O_0,ECN.O_1,ECN.O_2,ECN.O_3,ECN.O_4,ECN.O_5,ECN.CC_0,ECN.Q_0,ECN.Q_1,T1.R_0,T1.DF_0,T1.T_0,T1.TG_0,T1.S_0,T1.A_0,T1.F_0,T1.F_1,T1.F_2,T1.F_3,T1.F_4,T1.F_5,T1.F_6,T1.RD_0,T1.Q_0,T1.Q_1,T2.R_0,T2.DF_0,T2.T_0,T2.TG_0,T2.W_0,T2.S_0,T2.A_0,T2.F_0,T2.F_1,T2.F_2,T2.F_3,T2.F_4,T2.F_5,T2.F_6,T2.O_0,T2.O_1,T2.O_2,T2.O_3,T2.O_4,T2.RD_0,T2.Q_0,T2.Q_1,T3.R_0,T3.DF_0,T3.T_0,T3.TG_0,T3.W_0,T3.S_0,T3.A_0,T3.F_0,T3.F_1,T3.F_2,T3.F_3,T3.F_4,T3.F_5,T3.F_6,T3.O_0,T3.O_1,T3.O_2,T3.O_3,T3.O_4,T3.O_5,T3.O_6,T3.O_7,T3.O_8,T3.RD_0,T3.Q_0,T3.Q_1,T4.R_0,T4.DF_0,T4.T_0,T4.TG_0,T4.W_0,T4.S_0,T4.A_0,T4.F_0,T4.F_1,T4.F_2,T4.F_3,T4.F_4,T4.F_5,T4.F_6,T4.O_0,T4.O_1,T4.O_2,T4.O_3,T4.O_4,T4.RD_0,T4.Q_0,T4.Q_1,T5.R_0,T5.DF_0,T5.T_0,T5.TG_0,T5.W_0,T5.S_0,T5.A_0,T5.F_0,T5.F_1,T5.F_2,T5.F_3,T5.F_4,T5.F_5,T5.F_6,T5.O_0,T5.O_1,T5.O_2,T5.O_3,T5.O_4,T5.RD_0,T5.Q_0,T5.Q_1,T6.R_0,T6.DF_0,T6.T_0,T6.TG_0,T6.W_0,T6.S_0,T6.A_0,T6.F_0,T6.F_1,T6.F_2,T6.F_3,T6.F_4,T6.F_5,T6.F_6,T6.O_0,T6.O_1,T6.O_2,T6.O_3,T6.O_4,T6.RD_0,T6.Q_0,T6.Q_1,T7.R_0,T7.DF_0,T7.T_0,T7.TG_0,T7.W_0,T7.S_0,T7.A_0,T7.F_0,T7.F_1,T7.F_2,T7.F_3,T7.F_4,T7.F_5,T7.F_6,T7.O_0,T7.O_1,T7.O_2,T7.O_3,T7.O_4,T7.RD_0,T7.Q_0,T7.Q_1,U1.R_0,U1.DF_0,U1.T_0,U1.TG_0,U1.IPL_0,U1.UN_0,U1.RIPL_0,U1.RIPL_1,U1.RID_0,U1.RID_1,U1.RIPCK_0,U1.RUCK_0,U1.RUCK_1,U1.RUD_0,IE.R_0,IE.DFI_0,IE.T_0,IE.TG_0,IE.CD_0,IE.CD_1
Microsoft,Windows,8.1,generalpurpose,264,6,270,I,-1,I,-1,I,-1,S,NO,7,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,N,N,T,NO,NO,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,S,T,NO,NO,NO,NO,8192,8192,8192,8192,8192,8192,Y,Y,131,128,8192,M,N,W,N,N,S,N,NO,NO,Y,Y,123,128,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,Y,Y,127,128,0,Z,S,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,132,128,0,Z,O,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,129,128,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,123,128,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,124,128,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,129,128,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,NO,N,124,128,356,0,G,-1,G,-1,G,G,-1,G,NO,N,123,128,Z,-1
Microsoft,Windows,8.1,generalpurpose,259,3,269,I,-1,I,-1,I,-1,S,NO,7,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,N,N,T,NO,NO,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,S,T,NO,NO,NO,NO,8192,8192,8192,8192,8192,8192,Y,Y,125,128,8192,M,N,W,N,N,S,N,NO,NO,Y,Y,125,128,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,Y,Y,128,128,0,Z,S,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,123,128,0,Z,O,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,128,128,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,128,128,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,128,128,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,132,128,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,NO,N,133,128,356,0,G,-1,G,-1,G,G,-1,G,NO,N,123,128,Z,-1
Microsoft,Windows,8.1,generalpurpose,255,6,256,I,-1,I,-1,I,-1,S,NO,7,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,N,N,T,NO,NO,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,S,T,NO,NO,NO,NO,8192,8192,8192,8192,8192,8192,Y,Y,125,128,8192,M,N,W,N,N,S,N,NO,NO,Y,Y,125,128,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,Y,Y,130,128,0,Z,S,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,129,128,0,Z,O,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,131,128,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,126,128,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,130,128,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,129,128,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,NO,N,123,128,356,0,G,-1,G,-1,Z,G,-1,G,NO,N,128,128,Z,-1
Microsoft,Windows,8.1,generalpurpose,259,6,258,I,-1,I,-1,I,-1,S,NO,7,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,N,N,T,NO,NO,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,S,T,NO,NO,NO,NO,8192,8192,8192,8192,8192,8192,Y,Y,69,64,8192,M,N,W,N,N,S,N,NO,NO,Y,Y,59,64,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,Y,Y,59,64,0,Z,S,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,67,64,0,Z,O,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,62,64,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,60,64,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,64,64,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,67,64,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,NO,N,60,64,356,0,G,-1,G,-1,Z,G,-1,G,NO,N,67,64,Z,-1
Microsoft,Windows,8.1,generalpurpose,265,3,261,I,-1,I,-1,I,-1,S,NO,7,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,N,N,T,NO,NO,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,S,T,NO,NO,NO,NO,8192,8192,8192,8192,8192,8192,Y,Y,62,64,8192,M,N,W,N,N,S,N,NO,NO,Y,Y,68,64,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,N,NO,-1,-1,-1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-1,NO,NO,N,NO,-1,-1,-1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-1,NO,NO,Y,Y,65,64,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,63,64,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,60,64,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,N,NO,-1,-1,-1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-1,NO,NO,NO,N,68,64,356,0,G,-1,G,-1,G,G,-1,G,NO,N,60,64,Z,-1
Microsoft,Windows,8.1,generalpurpose,253,4,265,I,-1,NO,-1,NO,-1,NO,NO,7,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,N,N,T,NO,NO,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,S,T,NO,NO,NO,NO,8192,8192,8192,8192,8192,8192,Y,Y,128,128,8192,M,N,W,N,N,S,N,NO,NO,Y,Y,132,128,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,N,NO,-1,-1,-1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-1,NO,NO,N,NO,-1,-1,-1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-1,NO,NO,N,NO,-1,-1,-1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-1,NO,NO,Y,Y,124,128,0,O,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,N,NO,-1,-1,-1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-1,NO,NO,N,NO,-1,-1,-1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-1,NO,NO,NO,N,127,128,356,0,G,-1,G,-1,G,G,-1,G,N,NO,-1,-1,NO,-1
Microsoft,Windows,8.1,generalpurpose,259,3,271,I,-1,I,-1,NO,-1,NO,NO,7,M,S,T,NO,NO,NO,NO,NO,NO,M,S,T,NO,NO,NO,NO,NO,NO,M,N,N,T,NO,NO,NO,NO,NO,NO,NO,NO,M,S,T,NO,NO,NO,NO,NO,NO,M,S,T,NO,NO,NO,NO,NO,NO,M,S,T,NO,NO,NO,NO,8192,8192,8192,8192,8192,8192,Y,Y,130,128,8192,M,N,N,S,NO,NO,N,NO,NO,Y,Y,128,128,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,N,NO,-1,-1,-1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-1,NO,NO,N,NO,-1,-1,-1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-1,NO,NO,Y,Y,133,128,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,125,128,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,124,128,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,133,128,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,NO,N,124,128,356,0,G,-1,G,-1,G,G,-1,G,N,NO,-1,-1,NO,-1
Microsoft,Windows,8.1,generalpurpose,247,5,276,I,-1,I,-1,I,-1,S,NO,7,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,N,N,T,NO,NO,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,S,T,NO,NO,NO,NO,8192,8192,8192,8192,8192,8192,Y,Y,131,128,8192,M,N,W,N,N,S,N,NO,NO,Y,Y,128,128,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,Y,Y,130,128,0,Z,S,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,131,128,0,Z,O,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,131,128,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,124,128,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,129,128,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,132,128,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,NO,N,130,128,356,0,G,-1,G,-1,G,G,-1,G,NO,N,124,128,Z,-1
Microsoft,Windows,8.1,generalpurpose,268,6,269,I,-1,I,-1,I,-1,S,NO,7,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,N,N,T,NO,NO,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,N,W,S,T,NO,NO,NO,NO,M,S,T,NO,NO,NO,NO,8192,8192,8192,8192,8192,8192,Y,Y,127,128,8192,M,N,W,N,N,S,N,NO,NO,Y,Y,129,128,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,Y,Y,126,128,0,Z,S,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,N,NO,-1,-1,-1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-1,NO,NO,Y,Y,124,128,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,127,128,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,128,128,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,133,128,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,NO,N,124,128,356,0,G,-1,G,-1,G,G,-1,G,NO,N,125,128,Z,-1
Microsoft,Windows,95,generalpurpose,40,3,79,BI,-1,NO,-1,BI,-1,S,U,-1,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,8760,8760,8760,8760,8760,8760,Y,Y,30,32,8760,M,NO,NO,NO,NO,NO,N,NO,NO,Y,Y,33,32,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,Y,N,32,32,0,Z,S,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,27,32,8760,O,S+,NO,NO,A,NO,NO,S,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,35,32,0,A,S+,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,31,32,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,31,32,0,A,S+,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,34,32,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,NO,N,29,32,56,0,G,-1,G,-1,G,G,-1,G,NO,S,28,32,Z,-1
Microsoft,Windows,95,generalpurpose,5,110,79,BI,-1,NO,-1,BI,-1,S,U,-1,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,8760,8400,8320,8576,8576,8215,Y,Y,31,32,8760,M,NO,NO,NO,NO,NO,N,NO,NO,Y,Y,35,32,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,Y,N,35,32,0,Z,S,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,34,32,8215,O,S+,NO,NO,A,NO,NO,S,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,30,32,0,A,S+,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,32,32,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,37,32,0,A,S+,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,31,32,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,NO,N,30,32,56,0,G,-1,G,-1,G,G,-1,G,NO,S,32,32,Z,-1
Microsoft,Windows,95,generalpurpose,50,220,83,BI,-1,NO,-1,BI,-1,S,U,-1,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,8760,8400,8320,8576,8576,8215,Y,Y,30,32,8760,M,NO,NO,NO,NO,NO,N,NO,NO,Y,Y,28,32,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,Y,N,36,32,0,Z,S,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,36,32,8215,O,S+,NO,NO,A,NO,NO,S,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,35,32,0,A,S+,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,31,32,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,37,32,0,A,S+,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,32,32,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,NO,N,30,32,56,0,G,-1,G,-1,G,G,-1,G,NO,S,31,32,Z,-1
Microsoft,Windows,95,generalpurpose,14,330,86,BI,-1,NO,-1,BI,-1,S,U,-1,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,8760,8400,8320,8576,8576,8215,Y,Y,27,32,8760,M,NO,NO,NO,NO,NO,N,NO,NO,Y,Y,32,32,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,Y,N,36,32,0,Z,S,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,27,32,8215,O,S+,NO,NO,A,NO,NO,S,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,35,32,0,A,S+,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,34,32,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,37,32,0,A,S+,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,34,32,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,NO,N,29,32,56,0,G,-1,G,-1,G,G,-1,G,NO,S,36,32,Z,-1
Microsoft,Windows,95,generalpurpose,4,440,80,BI,-1,NO,-1,BI,-1,S,U,-1,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,8760,8400,8320,8576,8576,8215,Y,Y,33,32,8760,M,NO,NO,NO,NO,NO,N,NO,NO,Y,Y,37,32,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,Y,N,37,32,0,Z,S,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,36,32,8215,O,S+,NO,NO,A,NO,NO,S,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,27,32,0,A,S+,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,30,32,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,31,32,0,A,S+,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,28,32,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,NO,N,33,32,56,0,G,-1,G,-1,G,G,-1,G,NO,S,27,32,Z,-1
Microsoft,Windows,95,generalpurpose,29,550,80,BI,-1,NO,-1,BI,-1,S,U,-1,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,8760,8400,8320,8576,8576,8215,Y,Y,35,32,8760,M,NO,NO,NO,NO,NO,N,NO,NO,Y,Y,32,32,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,Y,N,35,32,0,Z,S,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,Y,33,32,8215,O,S+,NO,NO,A,NO,NO,S,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,27,32,0,A,S+,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,31,32,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,37,32,0,A,S+,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,34,32,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,NO,N,35,32,56,0,G,-1,G,-1,G,G,-1,G,NO,S,37,32,Z,-1
Microsoft,Windows,98,generalpurpose,7,2,77,BI,-1,NO,-1,NO,-1,NO,U,-1,M,N,N,S,NO,NO,NO,NO,NO,M,N,N,S,NO,NO,NO,NO,NO,M,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,M,N,N,S,NO,NO,NO,NO,NO,M,N,N,S,NO,NO,NO,NO,NO,M,N,N,S,NO,NO,NO,8760,8400,8320,8576,8576,8215,Y,Y,133,128,8760,M,N,N,S,NO,NO,N,NO,NO,Y,Y,129,128,O,S+,NO,NO,A,NO,NO,S,NO,0,NO,NO,N,NO,-1,-1,-1,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-1,NO,NO,Y,Y,133,128,8215,O,S+,NO,NO,A,NO,NO,S,NO,M,N,N,S,NO,NO,NO,NO,NO,0,NO,NO,Y,N,133,128,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,133,128,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,130,128,0,A,O,NO,NO,NO,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,Y,N,127,128,0,Z,S+,NO,NO,A,NO,R,NO,NO,NO,NO,NO,NO,NO,0,NO,NO,NO,N,124,128,56,0,G,-1,G,-1,G,G,-1,G,N,NO,-1,-1,NO,-1
